2024-06-20 00:32:58,152: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-06-20 00:32:59,148: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-06-20 00:32:59,163: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-20 00:32:59,163: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-06-20 00:32:59,163: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-20 00:32:59,163: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-20 00:32:59[0m
2024-06-20 00:32:59,171: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:32:59,181: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:02,048: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-20 00:33:02[0m
2024-06-20 00:33:02,049: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-20 00:33:02,049: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-06-20 00:33:02,049: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-06-20 00:33:02,049: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-20 00:33:02[0m
2024-06-20 00:33:02,049: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:02,049: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:02,647: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-20 00:33:02[0m
2024-06-20 00:33:02,647: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-20 00:33:02,662: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-06-20 00:33:02,662: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-06-20 00:33:02,662: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-06-20 00:33:02,662: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-06-20 00:33:02,662: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-06-20 00:33:02,662: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-06-20 00:33:02,662: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-06-20 00:33:02,662: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-20 00:33:02,697: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-06-20 00:33:02,697: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-20 00:33:02,699: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-20 00:33:02[0m
2024-06-20 00:33:02,699: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:02,699: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:03,404: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-20 00:33:03[0m
2024-06-20 00:33:03,404: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-20 00:33:03,404: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-06-20 00:33:03,404: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-06-20 00:33:03,404: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-20 00:33:03[0m
2024-06-20 00:33:03,404: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:03,404: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:04,101: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-20 00:33:04[0m
2024-06-20 00:33:04,101: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-20 00:33:04,101: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-06-20 00:33:04,101: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-06-20 00:33:04,116: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-20 00:33:04[0m
2024-06-20 00:33:04,117: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:04,117: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:04,969: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-20 00:33:04[0m
2024-06-20 00:33:05,000: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-20 00:33:05,000: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-06-20 00:33:05,000: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-06-20 00:33:05,015: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-20 00:33:05[0m
2024-06-20 00:33:05,015: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:05,015: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-20 00:33:05,887: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-20 00:33:05[0m
2024-06-20 00:33:05,890: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-20 00:33:05,892: root: INFO: Current backtesting datetime 2020-01-09 16:00:00-05:00
2024-06-20 00:33:05,892: root: INFO: Current backtesting datetime 2020-01-10 09:30:00-05:00
